,0
0,1.515179762758811
14,1.5165245205109534
28,1.5162371961214243
42,1.5045421198791822
56,
70,
84,1.513804994805576
98,1.495871202650284
112,1.4918782280382734
126,1.495303849280429
140,1.5080809127954502
154,1.4894882454499665
168,1.4890861213386566
182,
196,1.4850501943612817
210,1.4937829755397372
224,1.5066983498900401
238,1.485803253319308
252,1.4949960538466776
266,1.4918906832535337
280,1.50585590066295
294,1.5058986426356582
308,1.5017745984041866
322,1.511849938478502
336,1.5036559195590213
350,1.50199688477207
364,1.500655490483565
378,1.5036204705506444
392,1.502960270411912
406,
420,
434,1.4959132089084326
448,1.5020051528263831
462,1.5078982120435094
476,1.5025285844244674
490,1.5025990640691131
504,1.5035212062486543
518,1.4946885532746144
532,1.5024468971209515
546,
560,1.4960128978772367
574,1.495764447549571
588,1.5000387252657637
602,1.4880804002075578
616,1.5036937625058027
630,1.494418436139554
644,1.5011115412564788
658,1.5033163187492145
672,1.4974888413748004
686,1.4951297352699255
700,1.5052648316295176
714,1.4969779645808556
728,1.4973527383202405
742,1.502747325931212
756,
770,
784,
798,1.493414598597969
812,1.4964485709754614
826,1.4975613282376246
840,1.5053172559771195
854,1.490698288224139
868,1.486419996591137
882,1.5046398387873807
896,1.4963473483140455
910,1.4889618663875126
924,1.4946700383691358
938,1.502585891695907
952,1.4945523151294513
966,1.5092272397484614
980,1.5051977781745682
994,1.501720053656314
1008,
1022,1.4943607576162368
1036,1.5035697995750497
1050,1.488271133497288
1064,1.486076114283521
1078,1.5026546747185032
1092,1.5042041285402414
