,0
0,1.513354814648016
14,1.5006649749393113
28,1.5175730784239685
42,1.5075871673077081
56,
70,
84,1.4951279793170424
98,1.493132532049191
112,1.4986605498711816
126,1.5040205715536872
140,1.5137496344094
154,1.5010375849769926
168,1.4929165633077124
182,
196,1.4934087167884293
210,1.504065805468138
224,1.4934129698036427
238,1.4880865186222076
252,1.4993460750269456
266,1.4868308029823467
280,1.5136365873804751
294,1.5025179261236639
308,1.4883520521233156
322,1.4999007113433704
336,1.4979642118066878
350,1.4976378681154934
364,1.5026845453413782
378,1.5077679922033276
392,1.4960191023328018
406,
420,
434,1.5005894198166276
448,1.4976279861063093
462,1.500678293757636
476,1.4907750405468183
490,1.4940933317537377
504,1.4953471410878114
518,1.5081644453860108
532,1.504150365910559
546,
560,1.5015612178007745
574,1.505053701337698
588,1.5046667767164956
602,1.4933587841291966
616,1.507379553290462
630,1.5029130479892776
644,1.494402889694523
658,1.4919231212400288
672,1.501298187834231
686,1.5090641972223744
700,1.500864373245547
714,1.4898249547486937
728,1.4964516585178145
742,1.5043185975140663
756,
770,
784,
798,1.4991301361135516
812,1.5001863632701982
826,1.5041508169027875
840,1.4977868484773373
854,1.4941723636059618
868,1.494866594890158
882,1.4864575324822271
896,1.489875782058772
910,1.4863953006596602
924,1.486510328053148
938,1.5000683991408352
952,1.4922378292098992
966,1.5082463189788857
980,1.5152516028873562
994,1.5032965606143058
1008,
1022,1.492578625144834
1036,1.5089071796597164
1050,1.4936793333685288
1064,1.4922702291405265
1078,
1092,1.495950546207274
