,0
0,1.509709468123672
14,1.5213213203506515
28,1.5176317589794186
42,1.4958680606981556
56,
70,
84,1.5123481223761868
98,1.500707261857641
112,1.49521353326734
126,1.489139646712487
140,1.4987918040401011
154,1.4981485170438962
168,1.501768239033573
182,
196,1.4858991829533674
210,1.4960042588907119
224,1.4966760629709135
238,1.4924483841914031
252,1.4971395667052179
266,1.4928021934003712
280,1.5034742637950227
294,1.4988890101944277
308,1.4827607230958062
322,1.492217144570657
336,1.50194142341041
350,1.50413806632934
364,1.5122132006089248
378,1.512551338539444
392,1.4908661400630516
406,
420,
434,1.5011087764083921
448,1.5070895436091485
462,1.5092337893610726
476,1.5125952895949768
490,1.4989592044576108
504,1.5108844740713303
518,1.4948315523681401
532,1.496641942693154
546,
560,1.501583017358846
574,1.5117186538279117
588,1.4964470196066382
602,1.4812813882138414
616,1.5063387704582307
630,1.5073865973523748
644,1.4896930970202857
658,1.4998869699544877
672,1.5014144267715108
686,1.5133918437825462
700,1.5127024337082235
714,1.4989897167585031
728,1.4967359357156973
742,1.4968436284023223
756,
770,
784,
798,1.4967907422941853
812,1.5039182815498848
826,1.5008327336113507
840,1.5034572425283261
854,1.4908437915671358
868,1.5067238498995736
882,1.486401659945196
896,1.4960721049829702
910,1.494793146513003
924,1.4900500284419165
938,1.4993776193965955
952,1.4938365272636651
966,1.509858385198537
980,1.5033932815576592
994,1.4964108895574317
1008,
1022,1.5017167991021345
1036,1.5013040222861762
1050,1.4988450370434727
1064,1.4943087734593448
1078,1.4946743474922601
1092,1.4981906039853168
