,0
0,1.5028292293122432
14,1.5076538363454468
28,1.5139103737017134
42,1.5057302772574226
56,1.5057302772574226
70,1.5057302772574226
84,1.5107170162421797
98,1.508015002773301
112,1.5070589630026756
126,1.505312127062037
140,1.499707484877157
154,1.4998211470383833
168,1.4979304616910942
182,1.4979304616910942
196,1.5117142151153156
210,1.502763755410709
224,1.5159681240973948
238,1.4819867830515006
252,1.5044828313227783
266,1.4998420079942048
280,1.5032085287810317
294,1.5075368006323517
308,1.4979266285889974
322,1.501875568980627
336,1.514741483135553
350,1.5024559946462248
364,1.5049974977056444
378,1.5123114480430664
392,1.5120399941549918
406,1.5120399941549918
420,1.5120399941549918
434,1.5079741436501124
448,1.5065168697888718
462,1.5011770380327294
476,1.5049614159270193
490,1.5028416608275452
504,1.5038016797474762
518,1.4973293160296242
532,1.5102105107500359
546,1.5102105107500359
560,1.5069726457743744
574,1.49366992680043
588,1.5028599279067743
602,1.497100359357069
616,1.5042770479884744
630,1.5057153224338378
644,1.5027062582319
658,1.4959638686998977
672,1.4956131337163987
686,1.5082530607440339
700,1.4975323836468903
714,1.503614000096244
728,1.5073953032105494
742,1.4983403323757554
756,1.4983403323757554
770,1.4983403323757554
784,1.4983403323757554
798,1.4881717013833389
812,1.5040538633638394
826,1.5162630044983292
840,1.4990705156268413
854,1.4971101842724108
868,1.5057549421411986
882,1.504997179098915
896,1.4953560543966136
910,1.4850783698200272
924,1.4998763261046444
938,1.4834826272891097
952,1.5067158542605972
966,1.523106970516068
980,1.5010397228502643
994,1.5014541513123958
1008,1.5014541513123958
1022,1.497552702306454
1036,1.5009299989858411
1050,1.4910024866168987
1064,1.5004327475290216
1078,1.5020096470711988
1092,1.5006308561826123
