,0
0,1.5118983773054875
14,1.5155373931864762
28,1.5096049170735266
42,1.5076995333378964
56,
70,
84,1.5088615524890285
98,1.5034041986993258
112,1.5035015935865037
126,1.5050707114813529
140,1.4993619572070798
154,1.500055023582685
168,1.5003633829119225
182,
196,1.4920354209253113
210,1.4944020782696432
224,1.493481325156752
238,1.4905537547228025
252,1.4877564114821478
266,1.4981544655383363
280,1.4875225585416734
294,1.4985993832109827
308,1.4969575534049058
322,1.5015255502182345
336,1.503396054121859
350,1.5030786328868095
364,1.500578857249577
378,1.522639191014151
392,1.5118473838944066
406,
420,
434,1.5070069020685313
448,1.5096514042060158
462,1.5042558290982153
476,1.5000818779201666
490,1.5036756922047891
504,1.4936830221399289
518,1.4934713260829384
532,1.4976112586249815
546,
560,1.4912229551707363
574,1.5011145454178525
588,1.484947762374733
602,1.4956731861070653
616,1.5013734279738138
630,1.5049944588750943
644,1.4925850774294573
658,1.498977774101452
672,1.5059401219803907
686,1.499830988944267
700,1.503894961822006
714,1.4884478213935959
728,1.4961616378247828
742,1.4900224753827338
756,
770,
784,
798,1.4981729989901382
812,1.4998264548215026
826,1.5140440069580148
840,1.5109933524644392
854,1.4896969123002641
868,1.4881477410436657
882,1.491511287970502
896,1.487808029200616
910,1.4895701052930526
924,1.5033952297619388
938,1.4906499645638422
952,1.49641815670347
966,1.4991884981582448
980,1.5134057476171485
994,1.500208735515009
1008,
1022,1.4944075298630446
1036,1.4961787137713876
1050,1.4943185240185275
1064,1.5004437731089066
1078,
1092,1.500756636610909
