,0
0,1.5202557485335582
14,1.5011782396499305
28,1.5313334849549733
42,1.5076940033567663
56,
70,
84,1.5042871687087676
98,1.5109956044308985
112,1.5028412536533389
126,1.5078147406751359
140,1.4972083631221629
154,1.5110888368153383
168,1.4892308308630722
182,
196,1.4990879697875865
210,1.4934649697535038
224,1.5030062069404975
238,1.4882088722447915
252,1.4898278834138279
266,1.4920878159628432
280,1.5016228462205743
294,1.5062851594764806
308,1.4869788904233459
322,1.4884357103150645
336,1.4999622559221533
350,1.4983732301808887
364,1.5000325679958033
378,1.4992666750484849
392,1.5098248691194007
406,
420,
434,1.5023124058869364
448,1.5010805915276462
462,1.498680588111979
476,1.502094050687616
490,1.502337427747916
504,1.4987151963870733
518,1.4934281178501245
532,1.5002227382866347
546,
560,1.5065504769906897
574,1.504572442198403
588,1.5032349765382458
602,1.490379908610642
616,1.511523303449919
630,1.4989020080138304
644,1.4928434808790798
658,1.489925001312611
672,1.4969524365417164
686,1.5198035770696947
700,1.49801536098653
714,1.50179658524683
728,1.501614391821187
742,1.4917363142003919
756,
770,
784,
798,1.4997386886458597
812,1.4948111449683086
826,1.4984414148565885
840,1.4973769199517546
854,1.4883322103659535
868,1.4981979470351543
882,1.5033304833559449
896,1.4943300585869845
910,1.4874370017395802
924,1.495644254070167
938,1.4950459803974043
952,1.5029703406541326
966,1.5027916108509407
980,1.507201706185502
994,1.5043207614120293
1008,
1022,1.497023288869789
1036,1.5069935895977393
1050,1.492560186451049
1064,1.4949980541046426
1078,1.5130833754001205
1092,1.4933967341193737
