,0
0,1.5091897492465243
14,1.5237911382740124
28,1.511843204593637
42,1.5137267866990685
56,
70,
84,1.5052592891775782
98,1.5091860348048287
112,1.5059347422570892
126,1.4886268375930858
140,1.5014468035119488
154,1.5024435731192614
168,1.497710884196778
182,
196,1.4933983195716263
210,1.4979511536689778
224,1.4958391850656374
238,1.5032928573415294
252,1.4848004180745042
266,1.502217817847896
280,1.5046201106045287
294,1.497361442907041
308,1.4833728003725961
322,1.5030795614827457
336,1.4932575294815222
350,1.505878737244407
364,1.4975671201219598
378,1.509563998754371
392,1.5020768855079039
406,
420,
434,1.4991265248858732
448,1.500349717623663
462,1.4914886878401925
476,1.508877025714651
490,1.5015783145812702
504,1.5164304684654824
518,1.4901209144861187
532,1.5006544728122526
546,
560,1.4899231803772741
574,1.498807946147741
588,1.4986204635737856
602,1.501388146576076
616,1.502500253232828
630,1.5004312173829093
644,1.5086645680121775
658,1.4874325809079998
672,1.5052961068200836
686,1.4985114721183095
700,1.4971645720564297
714,1.50452018655672
728,1.4985345112267234
742,1.500273762182475
756,
770,
784,
798,1.504995593648319
812,1.4934719929272553
826,1.513288251964782
840,1.5019891994346577
854,1.4848867187083288
868,1.5056210433389299
882,1.4991625574349063
896,1.5020422614925653
910,1.4918518956961804
924,1.490310455772687
938,1.494710682925784
952,1.5004417612893803
966,1.5121216406230726
980,1.506768380432069
994,1.4981634330637366
1008,
1022,1.486236389179187
1036,1.4932613302652697
1050,1.4960975847437379
1064,1.495088463892268
1078,1.508540480091004
1092,1.5032449337588867
