,0
0,1.5021163865904699
14,1.5044470527028455
28,1.5352401610785043
42,1.5013175653199944
56,
70,
84,1.5056721243879228
98,1.5031956453000936
112,1.499079836150496
126,1.5060811214379755
140,1.5010330961384348
154,1.5032760393531748
168,1.5057226740846354
182,
196,1.4978627615244176
210,1.4985654222648568
224,1.5010141755262023
238,1.4814238827905757
252,1.4917406488607974
266,1.498303209700984
280,1.500706653341231
294,1.4919321491718647
308,1.4977019263082105
322,1.4970959746278103
336,1.5080315104684852
350,1.5122414743355077
364,1.4950502591844124
378,1.517458188380008
392,1.507389737566375
406,
420,
434,1.506774041914279
448,1.4969018852192493
462,1.5051375767217214
476,1.4994098270393492
490,1.4938951820640203
504,1.4998310776478934
518,1.505741585557603
532,1.5162080466899668
546,
560,1.508488848176249
574,1.4952125840143657
588,1.5025804918165853
602,1.4919527859577193
616,1.512876759544925
630,1.4965986721931919
644,1.5016341948924345
658,1.4950704859526862
672,1.496378256266332
686,1.5069814922476545
700,1.4930096012180487
714,1.4987114275151507
728,1.5063205418260435
742,1.4982959107473846
756,
770,
784,
798,1.499061702750633
812,1.5059747304948417
826,1.507032779497608
840,1.503310606716251
854,1.512087397107018
868,1.4940506599040828
882,1.500267528005959
896,1.4917210080806225
910,1.497419816541291
924,1.5009627310578946
938,1.4966702022107903
952,1.4871291208584618
966,1.5058460053960916
980,1.493702580332681
994,1.4956726606359536
1008,
1022,1.508875136882582
1036,1.498583148137545
1050,1.4938990909066678
1064,1.4853391941584237
1078,1.505587888870387
1092,1.5044213678101732
