,0
0,1.499868099943335
14,1.5108248080970308
28,1.4978254764552554
42,1.507050024668369
56,
70,
84,1.5045609137026954
98,1.492552378162678
112,1.5152272666686095
126,1.496367812443006
140,1.5031241661865775
154,1.4909543649593375
168,1.4948519151780226
182,
196,1.5094491689374014
210,1.5073262052534337
224,1.4909547546255462
238,1.4949032355441771
252,1.4838772978848727
266,1.5004338948755145
280,1.509804285898938
294,1.4944839376587464
308,1.4862196195781607
322,1.4922517948836813
336,1.5016579868096849
350,1.5054302284974856
364,1.4965638456867014
378,1.513169372019616
392,1.5030816435733387
406,
420,
434,1.504291152937474
448,1.5059269992936384
462,1.5093180513588667
476,1.4876404233961729
490,1.4902004532876696
504,1.501831517264087
518,1.4949461977881318
532,1.5171351796679602
546,
560,1.4958521402852323
574,1.5082058115268389
588,1.5016719146077346
602,1.5029576865835623
616,1.5032061874427227
630,1.4922503599497794
644,1.4972016201709055
658,1.4981080629936396
672,1.4923711907919228
686,1.492931679252917
700,1.4917188426398054
714,1.489181095066656
728,1.503572892193181
742,1.4954929846668452
756,
770,
784,
798,1.495014617369529
812,1.5034824010073486
826,1.5026436144682942
840,1.490621512218354
854,1.491881706143678
868,1.4958263985161337
882,1.4977404312118576
896,1.500233245848476
910,1.5007167348403678
924,1.492220403348434
938,1.4965838408996328
952,1.5034931902494428
966,1.5099439554918772
980,1.5017558725859317
994,1.5022538896538844
1008,
1022,1.4972813288889852
1036,1.499943401813084
1050,1.4891058207669658
1064,1.4968055917076732
1078,1.496089437895457
1092,1.4986011383433606
